site_name,site_address,site_city,site_zip,site_state,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
LEARN Chtr - South Chicago Campus,8914 S Buffalo Ave,Chicago,60617-3416,IL,41.732995,-87.544826,1,rooftop,8914,S Buffalo Ave,,,Chicago,IL,Cook County,60617,US,Cook
LEARN Chtr-Campbell Campus,212 S Francisco Ave,Chicago,60612-3618,IL,41.877667,-87.699187,1,rooftop,212,S Francisco Ave,,,Chicago,IL,Cook County,60612,US,Cook
LEARN Charter Excel Campus,3021 W Carroll Ave,Chicago,60612-1721,IL,41.887418,-87.702113,1,range_interpolation,3021,W Carroll Ave,,,Chicago,IL,Cook County,60612,US,TIGER/Line® dataset from the US Census Bureau
LEARN Chtr -  Hunter Perkins Campus,1700 W 83rd St,Chicago,60620-4621,IL,41.74327,-87.666291,1,rooftop,1700,W 83rd St,,,Chicago,IL,Cook County,60620,US,Cook
LEARN Chtr - Butler,3021 W Carroll Ave,Chicago,60612-1721,IL,41.887418,-87.702113,1,range_interpolation,3021,W Carroll Ave,,,Chicago,IL,Cook County,60612,US,TIGER/Line® dataset from the US Census Bureau
Namaste Charter School Inc,3737 S Paulina St,Chicago,60609-2047,IL,41.825297,-87.667341,1,rooftop,3737,S Paulina St,,,Chicago,IL,Cook County,60609,US,City of Chicago
Legacy Elem Charter School,3318 W Ogden Ave,Chicago,60623-2651,IL,41.857007,-87.708473,1,range_interpolation,3318,W Ogden Ave,,,Chicago,IL,Cook County,60623,US,TIGER/Line® dataset from the US Census Bureau
Polaris Elem Charter Academy,620 N Sawyer Ave,Chicago,60624-1528,IL,41.892458,-87.7083,1,rooftop,620,N Sawyer Ave,,,Chicago,IL,Cook County,60624,US,City of Chicago
IHSCA Charter High School,2520 S Western Ave,Chicago,60608-4809,IL,41.845671,-87.685859,1,rooftop,2520,S Western Ave,,,Chicago,IL,Cook County,60608,US,City of Chicago
IJLA Charter High School,2570 S Blue Island,Chicago,60608-4817,IL,41.845496,-87.684091,1,range_interpolation,2570,S Blue Island Ave,,,Chicago,IL,Cook County,60608,US,TIGER/Line® dataset from the US Census Bureau
Legal Prep Academy Charter HS,4319 W Washington Blvd,Chicago,60624-2232,IL,41.881585,-87.733905,1,rooftop,4319,W Washington Blvd,,,Chicago,IL,Cook County,60624,US,Cook
Chicago Collegiate Charter School,11816 S Indiana Ave,Chicago,60628-6227,IL,41.679394,-87.618353,1,rooftop,11816,S Indiana Ave,,,Chicago,IL,Cook County,60628,US,Cook
Christopher House Chrt ES,5235 W Belden St,Chicago,60639-3001,IL,41.922115,-87.757371,1,range_interpolation,5235,W Belden St,,,Chicago,IL,Cook County,60639,US,TIGER/Line® dataset from the US Census Bureau
Childserv-Emergency Group Home,146 N Sleight St,Naperville,60540-4740,IL,41.777079,-88.140493,1,rooftop,146,N Sleight St,,,Naperville,IL,DuPage County,60540,US,Ingham
ChildServ-Downers Grove Group Home,4936 Highland Ave,Downers Grove,60515-3628,IL,41.797013,-88.009814,1,rooftop,4936,Highland Ave,,,Downers Grove,IL,DuPage County,60515,US,Dupage
Childserv-Lisle Group Home,4603 Main St,Lisle,60532-1219,IL,41.803037,-88.07444,1,rooftop,4603,Main St,,,Lisle,IL,DuPage County,60532,US,Dupage
Chicago Jesuit Academy,5058 W Jackson Blvd,Chicago,60644-4324,IL,41.877363,-87.751888,1,rooftop,5058,W Jackson Blvd,,,Chicago,IL,Cook County,60644,US,Cook
Thresholds Young Adult Program,4219 N Lincoln Ave,Chicago,60618-2901,IL,41.958358,-87.681314,1,rooftop,4219,N Lincoln Ave,,,Chicago,IL,Cook County,60618,US,Cook
Cook Co Juvenile Detention Center,1100 S Hamilton Ave,Chicago,60612-4207,IL,41.867502,-87.680448,1,range_interpolation,1100,S Hamilton Ave,,,Chicago,IL,Cook County,60612,US,TIGER/Line® dataset from the US Census Bureau
Rowe Elementary,1424 N Cleaver St,Chicago,60642-2331,IL,41.907829,-87.664574,1,rooftop,1424,N Cleaver St,,,Chicago,IL,Cook County,60642,US,City of Chicago
Holy Family School,3415 W Arthington St,Chicago,60624-4104,IL,41.869649,-87.711835,1,rooftop,3415,W Arthington St,,,Chicago,IL,Cook County,60624,US,City of Chicago
CS Academy II,1443 W 63rd St,Chicago,60636-2353,IL,41.779209,-87.661045,1,rooftop,1443,W 63rd St,,,Chicago,IL,Cook County,60636,US,City of Chicago
CS Academy,6014 S Racine Ave,Chicago,60636-1918,IL,41.784534,-87.654987,1,rooftop,6014,S Racine Ave,,,Chicago,IL,Cook County,60636,US,City of Chicago
Lubavitch Mesivta of Chicago,2756 W Morse Ave,Chicago,60645-4519,IL,42.006927,-87.699578,1,rooftop,2756,W Morse Ave,,,Chicago,IL,Cook County,60645,US,City of Chicago
Lubavitch Girls High Sch,6350 N Whipple St,Chicago,60659-1420,IL,41.99608,-87.705817,1,range_interpolation,6350,N Whipple St,,,Chicago,IL,Cook County,60659,US,TIGER/Line® dataset from the US Census Bureau
Esperanza School,520 N Marshfield Ave,Chicago,60622-6731,IL,41.892023,-87.668544,1,range_interpolation,520,N Marshfield Ave,,,Chicago,IL,Cook County,60622,US,TIGER/Line® dataset from the US Census Bureau
Oakdale Christian Academy,9440 S Vincennes Ave,Chicago,60620-3680,IL,41.722033,-87.65081,1,rooftop,9440,S Vincennes Ave,,,Chicago,IL,Cook County,60620,US,City of Chicago
Lawrence Hall Youth Services,4833 N Francisco Ave,Chicago,60625-3640,IL,41.971537,-87.701939,1,rooftop,4833,N Francisco Ave,,,Chicago,IL,Cook County,60625,US,City of Chicago
Chicago West Side Christian Sch,1240 S Pulaski Rd,Chicago,60623-1233,IL,41.864953,-87.725501,1,rooftop,1240,S Pulaski Rd,,,Chicago,IL,Cook County,60623,US,City of Chicago
Amandla Charter School,6820 S Washtenaw Ave,Chicago,60629-1826,IL,41.769305,-87.690984,1,rooftop,6820,S Washtenaw Ave,,,Chicago,IL,Cook County,60629,US,Cook
Shabazz Intl Chtr-B A Sizemore,6936 S Hermitage Ave,Chicago,60636-3333,IL,41.767395,-87.668146,1,rooftop,6936,S Hermitage Ave,,,Chicago,IL,Cook County,60636,US,City of Chicago
Betty Shabazz International Charter School,7823 S Ellis Ave,Chicago,60619-3213,IL,41.752433,-87.60005,1,rooftop,7823,S Ellis Ave,,,Chicago,IL,Cook County,60619,US,Cook
Village Leadership Academy,800 S Wells St Ste 90,Chicago,60607-4530,IL,41.871837,-87.634288,1,rooftop,800,S Wells St,Ste,90,Chicago,IL,Cook County,60607,US,Cook
Yeshiva Ohr Boruch,2828 W Pratt Blvd,Chicago,60645-4314,IL,42.005125,-87.700965,1,rooftop,2828,W Pratt Blvd,,,Chicago,IL,Cook County,60645,US,City of Chicago
Cheder Lubavitch,5201 Howard St,Skokie,60077-2808,IL,42.018708,-87.758251,1,rooftop,5201,Howard St,,,Skokie,IL,Cook County,60077,US,Cook
Cheder Lubavitch Hebrew Day Sch,2809 W Jarvis Ave,Chicago,60645-1205,IL,42.015541,-87.699946,1,range_interpolation,2809,W Jarvis Ave,,,Chicago,IL,Cook County,60645,US,TIGER/Line® dataset from the US Census Bureau
KEC  Area Voc Center,21255 Malta Rd,Malta,,IL,41.942182,-88.87732,1,range_interpolation,21255,Malta Rd,,,Malta,IL,DeKalb County,60150,US,TIGER/Line® dataset from the US Census Bureau
West Elem School,240 S Fair St,Sycamore,60178-1641,IL,41.987151,-88.698095,1,range_interpolation,240,Fair St,,,Sycamore,IL,DeKalb County,60178,US,TIGER/Line® dataset from the US Census Bureau
DeKalb High School,501 W Dresser Rd,DeKalb,60115-8227,IL,41.952188,-88.755084,1,range_interpolation,501,W Dresser Rd,,,Dekalb,IL,DeKalb County,60115,US,TIGER/Line® dataset from the US Census Bureau
Jefferson Elem School,211 McCormick Dr,DeKalb,60115-1813,IL,41.948473,-88.750264,1,range_interpolation,211,McCormick Dr,,,Dekalb,IL,DeKalb County,60115,US,TIGER/Line® dataset from the US Census Bureau
Huntley Middle School,1515 S 4th St,DeKalb,60115-4656,IL,41.911789,-88.75333,0.9,range_interpolation,1515,S 4th St,,,Dekalb,IL,DeKalb County,60115,US,TIGER/Line® dataset from the US Census Bureau
Malta Elementary School,5068 IL Route 38,Malta,60150-8332,IL,41.931731,-88.88516,0.33,place,,,,,Malta,IL,DeKalb County,60150,US,TIGER/Line® dataset from the US Census Bureau
Lincoln Elementary School,220 E Sunset Pl,DeKalb,60115-4426,IL,41.918075,-88.75665,1,range_interpolation,220,E Sunset Pl,,,Dekalb,IL,DeKalb County,60115,US,TIGER/Line® dataset from the US Census Bureau
Cortland Elementary School,370 E Lexington Ave,Cortland,60112-4417,IL,41.907572,-88.67869,0.9,range_interpolation,370,Lexington Ave,,,Cortland,IL,DeKalb County,60112,US,TIGER/Line® dataset from the US Census Bureau
Clinton Rosette Middle School,650 N 1st St,DeKalb,60115-3154,IL,41.935976,-88.751208,1,range_interpolation,650,N 1st St,,,Dekalb,IL,DeKalb County,60115,US,TIGER/Line® dataset from the US Census Bureau
Gwendolyn Brooks Elem Sch,3225 Sangamon Dr,DeKalb,60115-4702,IL,41.92947,-88.75036,0.33,place,,,,,Dekalb,IL,DeKalb County,60115,US,TIGER/Line® dataset from the US Census Bureau
Littlejohn Elem School,1121 School St,DeKalb,60115-2574,IL,41.938576,-88.739375,1,range_interpolation,1121,School St,,,Dekalb,IL,DeKalb County,60115,US,TIGER/Line® dataset from the US Census Bureau
Tyler Elementary School,1021 Alden Circle,De Kalb,60115-4398,IL,41.919553,-88.764976,0.6,street_center,,Alden Cir,,,Dekalb,IL,DeKalb County,60115,US,TIGER/Line® dataset from the US Census Bureau
Founders Elementary School,821 S 7th St,DeKalb,60115-4572,IL,41.920693,-88.748776,1,range_interpolation,821,S 7th St,,,Dekalb,IL,DeKalb County,60115,US,TIGER/Line® dataset from the US Census Bureau
Safe School Program,408 W Washington St,Bloomington,61701-3808,IL,40.479255,-88.99714,1,rooftop,408,W Washington St,,,Bloomington,IL,McLean County,61701,US,Mclean
Regional Alop School,408 W Washington St,Bloomington,61701-3808,IL,40.479255,-88.99714,1,rooftop,408,W Washington St,,,Bloomington,IL,McLean County,61701,US,Mclean
Clinton Jr High School,701 Illini Dr,Clinton,61727-2285,IL,40.151414,-88.972714,0.6,street_center,,Illini Dr,,,Clinton,IL,De Witt County,61727,US,TIGER/Line® dataset from the US Census Bureau
Douglas Elem School,905 E Main St,Clinton,61727-1804,IL,40.153052,-88.951197,1,range_interpolation,905,E Main St,,,Clinton,IL,De Witt County,61727,US,TIGER/Line® dataset from the US Census Bureau
Woodland High School,5800 E 3000 North Rd,Streator,61364-8881,IL,41.061486,-88.81691,0.87,range_interpolation,5800,E 3000 N Rd,,,Streator,IL,Livingston County,61364,US,TIGER/Line® dataset from the US Census Bureau
Woodland Elementary/Jr High Sch,5800 E 3000 North Rd,Streator,61364-8881,IL,41.061486,-88.81691,0.87,range_interpolation,5800,E 3000 N Rd,,,Streator,IL,Livingston County,61364,US,TIGER/Line® dataset from the US Census Bureau
Tri-Point High School,PO Box 316,Cullom,60929-0316,IL,40.882509,-88.30019,0.33,place,316,PO Box,,,Cullom,IL,Livingston County,60929,US,TIGER/Line® dataset from the US Census Bureau
Tri Point Elementary School,PO Box 128,Kempton,60946-0128,IL,40.897321,-88.186897,0.33,place,128,PO Box,,,Kempton,IL,Ford County,60946,US,TIGER/Line® dataset from the US Census Bureau
Tri-Point Jr High/Elementary,PO Box 158,Piper City,60959-0158,IL,40.720981,-88.186732,0.33,place,158,PO Box,,,Piper City,IL,Ford County,60959,US,TIGER/Line® dataset from the US Census Bureau
Prairie Central Primary East,PO Box 816,Chatsworth,60921-0816,IL,40.736954,-88.294923,0.33,place,816,PO Box,,,Chatsworth,IL,Livingston County,60921,US,TIGER/Line® dataset from the US Census Bureau
Livingston County Academy,205 N Adams St,Flanagan,61740-9036,IL,40.88136,-88.854002,1,range_interpolation,205,N Adams St,,,Flanagan,IL,Livingston County,61740,US,TIGER/Line® dataset from the US Census Bureau
Livingston Co Crossroads Academy,205 N Adams St,Flanagan,61740-9036,IL,40.88136,-88.854002,1,range_interpolation,205,N Adams St,,,Flanagan,IL,Livingston County,61740,US,TIGER/Line® dataset from the US Census Bureau
Pontiac Jr High School,600 N Morrow St,Pontiac,61764-1451,IL,40.882779,-88.617579,1,range_interpolation,600,N Morrow St,,,Pontiac,IL,Livingston County,61764,US,TIGER/Line® dataset from the US Census Bureau
Washington Elem School,400 N Morrow St,Pontiac,61764-1496,IL,40.883358,-88.617733,0.6,street_center,,N Morrow St,,,Pontiac,IL,Livingston County,61764,US,TIGER/Line® dataset from the US Census Bureau
Central Elem School,117 W Livingston St,Pontiac,61764-1821,IL,40.882151,-88.629638,1,range_interpolation,117,W Livingston St,,,Pontiac,IL,Livingston County,61764,US,TIGER/Line® dataset from the US Census Bureau
Lincoln Elementary School,514 S Main St,Pontiac,61764-2477,IL,40.874332,-88.62844,1,range_interpolation,514,S Main St,,,Pontiac,IL,Livingston County,61764,US,TIGER/Line® dataset from the US Census Bureau
Odell Grade School,203 N East St,Odell,60460-9602,IL,41.002254,-88.520499,0.9,range_interpolation,203,Northeast St,,,Odell,IL,Livingston County,60460,US,TIGER/Line® dataset from the US Census Bureau
Hartsburg-Emden Jr-Sr High School,400 W Front St,Hartsburg,62643-7325,IL,40.249904,-89.443903,0.8,nearest_rooftop_match,401,W Front St,,,Hartsburg,IL,Logan County,62643,US,Logan
Adams Elem School,1311 Nicholson Rd,Lincoln,62656-1202,IL,40.162532,-89.357936,0.8,nearest_rooftop_match,1312,Nicholson Rd,,,Lincoln,IL,Logan County,62656,US,Logan
Central Elem School,100 7th St,Lincoln,62656-2682,IL,40.148795,-89.368115,0.79,nearest_rooftop_match,105,7th St,,,Lincoln,IL,Logan County,62656,US,Logan
Lincoln Jr High School,208 Broadway St,Lincoln,62656-2015,IL,40.14943,-89.366206,1,range_interpolation,208,Broadway St,,,Lincoln,IL,Logan County,62656,US,TIGER/Line® dataset from the US Census Bureau
Washington-Monroe Elem School,1002 Pekin St,Lincoln,62656-2915,IL,40.145344,-89.357979,1,range_interpolation,1002,Pekin St,,,Lincoln,IL,Logan County,62656,US,TIGER/Line® dataset from the US Census Bureau
Northwest Elem School,506 11th St,Lincoln,62656-1902,IL,40.154188,-89.375052,1,range_interpolation,506,11th St,,,Lincoln,IL,Logan County,62656,US,TIGER/Line® dataset from the US Census Bureau
New Holland-Middletown Elem Sch,75 1250th St,Middletown,62666-9734,IL,40.098764,-89.586432,1,rooftop,75,1250th St,,,Middletown,IL,Logan County,62666,US,Logan
Brigham Elementary School,201  Brigham School Rd,Bloomington,,IL,40.442255,-88.993907,1,rooftop,201,Brigham School Rd,,,Bloomington,IL,McLean County,61704,US,Mclean
Fairview Elem School,416 Fairview St,Normal,61761-1221,IL,40.525328,-88.993222,1,rooftop,416,Fairview St,,,Normal,IL,McLean County,61761,US,Mclean
Sugar Creek Elem School,200 N Towanda Ave,Normal,61761-1940,IL,40.512841,-88.95958,1,rooftop,200,N Towanda Ave,,,Normal,IL,McLean County,61761,US,Mclean
Parkside Elementary School,1900 W College Ave,Normal,61761-2368,IL,40.51064,-89.024268,1,rooftop,1900,W College Ave,,,Normal,IL,McLean County,61761,US,Mclean
Fox Creek Elementary School,3910 Timberwolf Trl,Bloomington,61705-4241,IL,40.438305,-89.052378,1,rooftop,3910,Timberwolf Trl,,,Bloomington,IL,McLean County,61705,US,Mclean
Oakdale Elem School,601 S Adelaide St,Normal,61761-2927,IL,40.505333,-89.002476,1,rooftop,601,S Adelaide St,,,Normal,IL,McLean County,61761,US,Mclean
Cedar Ridge Elem School,2808 Breezewood Blvd,Bloomington,61704-9347,IL,40.441767,-88.986589,1,rooftop,2808,Breezewood Blvd,,,Bloomington,IL,McLean County,61704,US,Mclean
Olympia South Elem Sch,103 NE 5th St,Atlanta,61723-8919,IL,40.264036,-89.235501,1,range_interpolation,103,NE 5th St,,,Atlanta,IL,Logan County,61723,US,TIGER/Line® dataset from the US Census Bureau
Ridgeview High School,202 E Wood St,Colfax,61728-9224,IL,40.563987,-88.614241,1,rooftop,202,E Wood St,,,Colfax,IL,McLean County,61728,US,Mclean
Ridgeview Elementary School,300 S Harrison St,Colfax,61728-9216,IL,40.563477,-88.61343,1,rooftop,300,S Harrison St,,,Colfax,IL,McLean County,61728,US,Mclean
Ridgeview Jr High School,202 E Wood St,Colfax,61728-9224,IL,40.563987,-88.614241,1,rooftop,202,E Wood St,,,Colfax,IL,McLean County,61728,US,Mclean
McLean County of,PO Box 2400,Bloomington,61702-2400,IL,40.519236,-88.864303,0.33,place,2400,PO Box,,,Bloomington,IL,McLean County,61702,US,TIGER/Line® dataset from the US Census Bureau
Hammitt Junior-Senior High Sch,612 Oglesby Ave,Normal,61761-1888,IL,40.522701,-88.97475,1,rooftop,612,Oglesby Ave,,,Normal,IL,McLean County,61761,US,Mclean
Hammitt School at the Baby Fold,612 Oglesby Ave,Normal,61761-1888,IL,40.522701,-88.97475,1,rooftop,612,Oglesby Ave,,,Normal,IL,McLean County,61761,US,Mclean
Bloomington High School,1202 E Locust St,Bloomington,61701-3363,IL,40.486567,-88.973871,1,rooftop,1202,E Locust St,,,Bloomington,IL,McLean County,61701,US,Mclean
Bloomington Jr High School,901 Colton Ave,Bloomington,61701-3374,IL,40.486994,-88.976321,1,rooftop,901,Colton Ave,,,Bloomington,IL,McLean County,61701,US,Mclean
Stevenson Elem School,2106 Arrowhead Dr,Bloomington,61704-2357,IL,40.494489,-88.945139,1,rooftop,2106,Arrowhead Dr,,,Bloomington,IL,McLean County,61704,US,Mclean
Bent Elem School,904 N Roosevelt Ave,Bloomington,61701-2936,IL,40.487371,-88.997338,1,rooftop,904,N Roosevelt Ave,,,Bloomington,IL,McLean County,61701,US,Mclean
Sheridan Elem School,1403 W Walnut St,Bloomington,61701-2652,IL,40.486716,-89.010621,1,rooftop,1403,W Walnut St,,,Bloomington,IL,McLean County,61701,US,Mclean
Irving Elementary School,602 W Jackson St,Bloomington,61701-4904,IL,40.474753,-89.000462,1,rooftop,602,W Jackson St,,,Bloomington,IL,McLean County,61701,US,Mclean
W A Johnson Sch,252 Ridgewood Ave,Bensenville,60106-2316,IL,41.939807,-87.956649,1,range_interpolation,252,Ridgewood Ave,,,Bensenville,IL,DuPage County,60106,US,TIGER/Line® dataset from the US Census Bureau
Tioga Elementary School,212 W Memorial Rd,Bensenville,60106-2692,IL,41.949307,-87.941769,1,rooftop,212,W Memorial Rd,,,Bensenville,IL,DuPage County,60106,US,Dupage
Blackhawk Middle School,250 S Church Rd,Bensenville,60106-2303,IL,41.950052,-87.958823,1,rooftop,250,S Church Rd,,,Bensenville,IL,DuPage County,60106,US,Dupage
Wesley Elem School,1111 W Westwood Trl,Addison,60101-2156,IL,41.93515,-88.016408,0.87,rooftop,1111,W Westwood Tr,,,Addison,IL,DuPage County,60101,US,Dupage
Ardmore Elem School,644 S Ardmore Ave,Addison,60101-4802,IL,41.914698,-87.980033,1,rooftop,644,S Ardmore Ave,,,Addison,IL,DuPage County,60101,US,Dupage
Indian Trail Jr High School,222 N Jf Kennedy Dr,Addison,60101-6602,IL,41.93106,-88.01305,0.33,place,,,,,Addison,IL,DuPage County,60101,US,TIGER/Line® dataset from the US Census Bureau
Fullerton Elem School,400 S Michigan Ave,Addison,60101-4605,IL,41.917459,-87.984878,1,range_interpolation,400,S Michigan Ave,,,Addison,IL,DuPage County,60101,US,TIGER/Line® dataset from the US Census Bureau
Lake Park Elem School,330 W Lake Park Dr,Addison,60101-3744,IL,41.92301,-87.997901,1,rooftop,330,W Lake Park Dr,,,Addison,IL,DuPage County,60101,US,Dupage
Addison Early Learning Center,650 S Ardmore Ave,Addison,60101-4802,IL,41.914698,-87.980033,0.89,nearest_rooftop_match,644,S Ardmore Ave,,,Addison,IL,DuPage County,60101,US,Dupage
Lincoln Elem School,720 N Lincoln Ave,Addison,60101-2573,IL,41.940496,-87.996142,1,rooftop,720,N Lincoln Ave,,,Addison,IL,DuPage County,60101,US,Dupage
Army Trail Elem School,346 W Army Trail Blvd,Addison,60101-3402,IL,41.931768,-87.996884,1,range_interpolation,346,W Army Trail Blvd,,,Addison,IL,DuPage County,60101,US,TIGER/Line® dataset from the US Census Bureau
Oakbrook Elem School,170 S Wood Dale Rd,Wood Dale,60191-2271,IL,41.953864,-87.978757,1,rooftop,170,S Wood Dale Rd,,,Wood Dale,IL,DuPage County,60191,US,Dupage
Wood Dale Jr High School,6N655 Wood Dale Rd,Wood Dale,60191-1125,IL,41.990855,-87.979822,1,range_interpolation,6,Wood Dale Rd,,,Wood Dale,IL,DuPage County,60191,US,TIGER/Line® dataset from the US Census Bureau
Westview Elem School,200 N Addison Rd,Wood Dale,60191-1984,IL,41.959573,-87.990951,1,rooftop,200,N Addison Rd,,,Wood Dale,IL,DuPage County,60191,US,Dupage
Winnebago Elem School,195 Greenway Dr,Bloomingdale,60108-2026,IL,41.942003,-88.069826,1,rooftop,195,Greenway Dr,,,Bloomingdale,IL,DuPage County,60108,US,Dupage
Marquardt Middle School,1912 Glen Ellyn Rd,Glendale Heights,60139-2203,IL,41.92798,-88.065345,1,rooftop,1912,Glen Ellyn Rd,,,Glendale Heights,IL,DuPage County,60139,US,Dupage
G Stanley Hall Elem School,1447 Wayne Ave,Glendale Heights,60139-2915,IL,41.912804,-88.053255,1,rooftop,1447,Wayne Ave,,,Glendale Heights,IL,DuPage County,60139,US,Dupage
