"","site_name","site_address","site_city","site_state","site_zip","latitude","longitude","site_type"
"626","Greater Elgin Family Care Center","450 Dundee Ave, Seneca Building","Elgin","IL","60120",42.045332,-88.278083,"Women, Infants, and Children (WIC)"
"627","Greene County Health Department - Carrollton","310 5th St","Carrollton","IL","62016",39.301688,-90.407492,"Women, Infants, and Children (WIC)"
"628","Grundy County Health Department","1320 Union St","Morris","IL","60450",41.370801,-88.431738,"Women, Infants, and Children (WIC)"
"629","Hamilton County Health Department - McLeansboro","100 S Jackson St","McLeansboro","IL","62859",38.093646,-88.53506,"Women, Infants, and Children (WIC)"
"630","Hancock County Health Department","671 Wabash Ave","Carthage","IL","62321",40.41244,-91.132936,"Women, Infants, and Children (WIC)"
"631","Henderson County Health Department","208 Elm Street","Gladstone","IL","61437",40.86254,-90.958255,"Women, Infants, and Children (WIC)"
"632","Henry County Health Department","103 1st Street","Colona","IL","61241",41.482236,-90.358888,"Women, Infants, and Children (WIC)"
"633","Henry County Health Department","4424 U.S. Route 34","Kewanee","IL","61443",41.213927,-89.925092,"Women, Infants, and Children (WIC)"
"634","Iroquois Community Care Services","223 E. Mulberry St.","Watseka","IL","60970",40.772886,-87.731358,"Women, Infants, and Children (WIC)"
"635","Jackson County Health Department","415 Health Dept Rd","Murphysboro","IL","62966",37.762078,-89.27806,"Women, Infants, and Children (WIC)"
"636","Jasper County Health Department","106 Edwards Street","Newton","IL","62448",38.979881,-88.159093,"Women, Infants, and Children (WIC)"
"637","Jasper County Health Department","405 South Whittle Avenue","Olney","IL","62450",38.728403,-88.085027,"Women, Infants, and Children (WIC)"
"638","Jefferson County Health Department","1 Doctors Park Rd","Mt Vernon","IL","62864",38.311656,-88.934745,"Women, Infants, and Children (WIC)"
"639","Jersey County Health Department","1307 IL-109","Jerseyville","IL","62052",39.104255,-90.321677,"Women, Infants, and Children (WIC)"
"640","Kankakee County Health Department","2390 W Station St","Kankakee","IL","60901",41.117778,-87.898126,"Women, Infants, and Children (WIC)"
"641","Kendall County Department of Health and Human Services","811 W. John Street","Yorkville","IL","60560",41.659214,-88.464803,"Women, Infants, and Children (WIC)"
"642","Knox County Health Department","1361 West Fremont Street","Galesburg","IL","61401",40.963053,-90.392456,"Women, Infants, and Children (WIC)"
"643","La Salle County Health Department - LaSalle","1055 6th St. Room 7","Lasalle","IL","61301",41.334176,-89.091533,"Women, Infants, and Children (WIC)"
"644","La Salle County Health Department - Mendota","1007 Main St","Mendota","IL","61342",41.551865,-89.118457,"Women, Infants, and Children (WIC)"
"645","La Salle County Health Department - Ottawa","717 E. Etna Rd.","Ottawa","IL","61350",41.373488,-88.826606,"Women, Infants, and Children (WIC)"
"646","La Salle County Health Department - Streator","111 Spring Street","Streator","IL","61364",41.114188,-88.835362,"Women, Infants, and Children (WIC)"
"647","Lake County Health Department","2400 Belvidere Rd., Belvidere Medical Building","Waukegan","IL","60085",42.351642,-87.862576,"Women, Infants, and Children (WIC)"
"648","Lake County Health Department - Midlakes Clinic","224 W Clarendon Dr","Round Lake","IL","60073",42.370963,-88.088961,"Women, Infants, and Children (WIC)"
"649","Lake County Health Department - North Chicago Health Center","2215 14th St","North Chicago","IL","60064",42.333335,-87.858207,"Women, Infants, and Children (WIC)"
"650","Lake County Health Department - North Shore Health Center","1840 Green Bay Rd","Highland Park","IL","60035",42.185953,-87.803853,"Women, Infants, and Children (WIC)"
"651","Lake County Health Department - Zion Northeast Satellite","1911 27th St","Zion","IL","60099",42.445702,-87.838108,"Women, Infants, and Children (WIC)"
"652","Lawrence County Health Department","RR 3 Box 414","Lawrenceville","IL","62439",38.72921,-87.68169,"Women, Infants, and Children (WIC)"
"653","Lee County Health Department","309 South Galena Avenue","Dixon","IL","61021",41.841497,-89.48201,"Women, Infants, and Children (WIC)"
"654","Livingston County Health Department","310 East Torrance Avenue","Pontiac","IL","61764",40.866319,-88.626348,"Women, Infants, and Children (WIC)"
"655","Logan County Health Department","109 3rd Street","Lincoln","IL","62656",40.144908,-89.368663,"Women, Infants, and Children (WIC)"
"656","Macon County Health Department","1221 E Condit St","Decatur","IL","62521",39.852444,-88.939992,"Women, Infants, and Children (WIC)"
"657","Macoupin County Health Department","1115 E. Morgan St.","Carlinville","IL","62626",39.282064,-89.868869,"Women, Infants, and Children (WIC)"
"658","Marion County Health Department","118 Cross Creek Boulevard","Salem","IL","62881",38.625309,-88.959312,"Women, Infants, and Children (WIC)"
"659","Marion County Health Department","1013 North Poplar Street","Centralia","IL","62801",38.53924,-89.130909,"Women, Infants, and Children (WIC)"
"660","Marshall County Health Department","319 6th Street","Lacon","IL","61540",41.025722,-89.409762,"Women, Infants, and Children (WIC)"
"661","Mason County Health Department","1002 E Laurel Ave","Havana","IL","62644",40.297127,-90.048506,"Women, Infants, and Children (WIC)"
"662","Mc Donough County Health Department","505 East Jackson Street","Macomb","IL","61455",40.458339,-90.66571,"Women, Infants, and Children (WIC)"
"663","Mc Henry County Health Department","2200 N Seminary Ave, Bldg. A, Route 47 N","Woodstock","IL","60098",42.34096,-88.441208,"Women, Infants, and Children (WIC)"
"664","Mc Henry County Health Department","100 N Virginia St","Crystal Lake","IL","60014",42.24335,-88.342813,"Women, Infants, and Children (WIC)"
"665","Mc Lean County Health Department","200 West Front Street","Bloomington","IL","61701",40.478341,-88.994961,"Women, Infants, and Children (WIC)"
"666","Mercer County Health Department","305 Northwest 7th Street","Aledo","IL","61231",41.207471,-90.751036,"Women, Infants, and Children (WIC)"
"667","Mile Square Health Center","1220 S Wood St","Chicago","IL","60608",41.866137,-87.671478,"Women, Infants, and Children (WIC)"
"668","Monroe County Health Department","901 Illinois Avenue","Waterloo","IL","62298",38.338578,-90.162362,"Women, Infants, and Children (WIC)"
"669","Montgomery County Health Department","11191 IL-185","Hillsboro","IL","62049",39.130594,-89.472926,"Women, Infants, and Children (WIC)"
"670","Montgomery County Health Department","317 W Union Ave","Litchfield","IL","62056",39.178323,-89.65848,"Women, Infants, and Children (WIC)"
"671","Morgan County Health Department","345 W State St","Jacksonville","IL","62650",39.733836,-90.23313,"Women, Infants, and Children (WIC)"
"672","Moultrie County Health Department","202 S Main St","Sullivan","IL","61951",39.597494,-88.607141,"Women, Infants, and Children (WIC)"
"673","Near North Health Service","4867 North Broadway","Chicago","IL","60640",41.970886,-87.658837,"Women, Infants, and Children (WIC)"
"674","Near North Health Service - Chicago Nutrition Education Center","1734 W Chicago Ave","Chicago","IL","60622",41.896285,-87.671174,"Women, Infants, and Children (WIC)"
"675","Near North Health Service - Komed Holman Health Center","4259 S Berkeley Ave","Chicago","IL","60653",41.81735,-87.600487,"Women, Infants, and Children (WIC)"
"676","Near North Health Service - Louise Landau Health Center","800 N Kedzie Ave","Chicago","IL","60651",41.896524,-87.707225,"Women, Infants, and Children (WIC)"
"677","Near North Health Service - North Kostner","1520 N Kostner Ave","Chicago","IL","60651",41.908427,-87.736812,"Women, Infants, and Children (WIC)"
"678","Near North Health Service - Sunnyside Health Center","4501 N Sheridan Rd","Chicago","IL","60640",41.963779,-87.654349,"Women, Infants, and Children (WIC)"
"679","Near North Health Service - Winfield Moody Health Center","1276 N Clybourn Ave","Chicago","IL","60610",41.905185,-87.642498,"Women, Infants, and Children (WIC)"
"680","Near North Health Services - Norwegian American Hospital","1044 North Francisco","Chicago","IL","60622",41.900516,-87.699437,"Women, Infants, and Children (WIC)"
"681","Ogle County Health Department","907 W Pines Rd","Oregon","IL","61061",42.003421,-89.349222,"Women, Infants, and Children (WIC)"
"682","Ogle County Health Department","510 Lincoln Hwy.","Rochelle","IL","61068",41.923954,-89.066498,"Women, Infants, and Children (WIC)"
"683","Pana Community Hospital","Medical Mall Suite 102, 101 E. 9th St.","Pana","IL","62557",39.38893,-89.08008,"Women, Infants, and Children (WIC)"
"684","Paxton Community and Wellness Center","711 E Pells St","Paxton","IL","60957",40.459219,-88.087029,"Women, Infants, and Children (WIC)"
"685","Peoria City County Health Department","2116 North Sheridan Road","Peoria","IL","61604",40.713289,-89.603324,"Women, Infants, and Children (WIC)"
"686","Perry County Health Department","907 South Main Street","Pinckneyville","IL","62274",38.072283,-89.382234,"Women, Infants, and Children (WIC)"
"687","Pike County Health Department","606 W Adams St","Pittsfield","IL","62363",39.608109,-90.814122,"Women, Infants, and Children (WIC)"
"688","Putnam County Health Department","220 E High St, Suite 102","Hennepin","IL","61327",41.253237,-89.34516,"Women, Infants, and Children (WIC)"
"689","Randolph County Health Department","211 North Hasle Street","Sparta","IL","62286",38.126133,-89.693841,"Women, Infants, and Children (WIC)"
"690","Randolph County Health Department","2515 State Street","Chester","IL","62233",37.931354,-89.802288,"Women, Infants, and Children (WIC)"
"691","Rock Island County Health Department","1102 5th Avenue","Moline","IL","61265",41.504103,-90.522273,"Women, Infants, and Children (WIC)"
"692","Rock Island County Health Department","2112 25th Avenue","Rock Island","IL","61201",41.485438,-90.570555,"Women, Infants, and Children (WIC)"
"693","Roseland Community Hospital","11255 S Michigan Ave","Chicago","IL","60628",41.689814,-87.620865,"Women, Infants, and Children (WIC)"
"694","Sangamon County Health Department","2833 S Grand Avenue East","Springfield","IL","62703",39.787104,-89.633243,"Women, Infants, and Children (WIC)"
"695","Schuyler County Health Department","233 N Congress St","Rushville","IL","62681",40.122741,-90.563213,"Women, Infants, and Children (WIC)"
"696","Scott County Health Department","335 West Cherry Street","Winchester","IL","62694",39.630016,-90.462658,"Women, Infants, and Children (WIC)"
"697","Shelby County Health Department","1700 West South 3rd Street","Shelbyville","IL","62565",39.404064,-88.813052,"Women, Infants, and Children (WIC)"
"698","Sinai Community Institute","2735 West 69th Street","Chicago","IL","60629",41.768046,-87.691946,"Women, Infants, and Children (WIC)"
"699","Sinai Community Institute","4636 South Bishop Street","Chicago","IL","60609",41.8094,-87.661749,"Women, Infants, and Children (WIC)"
"700","Sinai Community Institute - California","2735 W 69th St","Chicago","IL","60629",41.768046,-87.691946,"Women, Infants, and Children (WIC)"
"701","Sinai Community Institute - Cicero","1611 S Cicero Ave","Cicero","IL","60804",41.858034,-87.749093,"Women, Infants, and Children (WIC)"
"702","Sinai Community Institute - Lawndale","3812 W Ogden Ave","Chicago","IL","60623",41.852989,-87.720559,"Women, Infants, and Children (WIC)"
"703","Sinai Community Institute - Madison","3932 W Madison St, 2nd Floor","Chicago","IL","60624",41.880896,-87.723993,"Women, Infants, and Children (WIC)"
"704","Sinai Community Institute - Ogden","2653 W Ogden Ave","Chicago","IL","60608",41.861711,-87.692951,"Women, Infants, and Children (WIC)"
"705","Southern Seven Health Department - Alexander County","3014 Elm St","Cairo","IL","62914",37.011455,-89.182275,"Women, Infants, and Children (WIC)"
"706","Southern Seven Health Department - Hardin County","Route 34 and Stone Church Rd, Bldg. 1","Rosiclare","IL","62982",37.417713,-88.354451,"Women, Infants, and Children (WIC)"
"707","Southern Seven Health Department - Johnson County","513 E Vine St","Vienna","IL","62995",37.416554,-88.884243,"Women, Infants, and Children (WIC)"
"708","Southern Seven Health Department - Pulaski County","37 Rustic Campus Drive","Ullin","IL","62992",37.28344,-89.13646,"Women, Infants, and Children (WIC)"
"709","Southern Seven Health Department - Union County","260 Lick Creek Rd","Anna","IL","62906",37.46626,-89.221684,"Women, Infants, and Children (WIC)"
"710","Southern Seven Health Department Massac County","1230 Commercial Park Rd, PO Box 883","Metropolis","IL","62960",37.155862,-88.716375,"Women, Infants, and Children (WIC)"
"711","St. Clair County Health Department - Belleville","19 Public Sq","Belleville","IL","62220",38.514149,-89.984959,"Women, Infants, and Children (WIC)"
"712","Stephenson County Health Department","606 Tinsdell Ave.","Warren","IL","61087",42.4964,-89.98957,"Women, Infants, and Children (WIC)"
"713","Stephenson County Health Department","10 W Linden St","Freeport","IL","61032",42.300976,-89.62333,"Women, Infants, and Children (WIC)"
"714","Stephenson County Health Department","4359 Industrial Park Drive, Unit 100","Galena","IL","61036",42.43673,-90.452135,"Women, Infants, and Children (WIC)"
"715","Stickney Public Health District","5635 State Rd","Burbank","IL","60459",41.745343,-87.762344,"Women, Infants, and Children (WIC)"
"716","Tazewell County Health Department","21306 Illinois 9","Tremont","IL","61568",40.532755,-89.512273,"Women, Infants, and Children (WIC)"
"717","Tazewell County Health Department - East Peoria","233 Leadley Ave","East Peoria","IL","61611",40.669994,-89.561446,"Women, Infants, and Children (WIC)"
"718","Tazewell County Health Department - Pekin Head Start","1000 Koch St","Pekin","IL","61554",40.552812,-89.641177,"Women, Infants, and Children (WIC)"
"719","Tazewell County Healthe Department","1000 Koch St","Pekin","IL","61554",40.552812,-89.641177,"Women, Infants, and Children (WIC)"
"720","TCA Health - 130th Street","1029 E 130th St","Chicago","IL","60628",41.660192,-87.591641,"Women, Infants, and Children (WIC)"
"721","TCA Health - 71st Street","1802 E 71st St","Chicago","IL","60649",41.766433,-87.580807,"Women, Infants, and Children (WIC)"
"722","TCA Health - 79th Street","1106 W 79th St","Chicago","IL","60620",41.750778,-87.651889,"Women, Infants, and Children (WIC)"
"723","TCA Health, Inc - South Cottage Grove","8425 S Cottage Grove Ave","Chicago","IL","60619",41.741338,-87.604577,"Women, Infants, and Children (WIC)"
"724","Vermilion County Health Department","200 South College Street, Suite A","Danville","IL","61832",40.121509,-87.624889,"Women, Infants, and Children (WIC)"
"725","VNA Health Care","400 North Highland Avenue","Aurora","IL","60506",41.765809,-88.329796,"Women, Infants, and Children (WIC)"
"726","Wabash County Health Department","130 W 7th St","Mt Carmel","IL","62863",38.413223,-87.763791,"Women, Infants, and Children (WIC)"
"727","Warren County Health Department","240 S. Main St.","Monmouth","IL","61462",40.909742,-90.648702,"Women, Infants, and Children (WIC)"
"728","Washington County Health Department","177 South Washington Street","Nashville","IL","62263",38.343565,-89.385355,"Women, Infants, and Children (WIC)"
"729","Wayne County Health Department - Fairfield","405 N. Basin","Fairfield","IL","17320",38.3836269,-88.39721993,"Women, Infants, and Children (WIC)"
"730","Well Child Center","801 Villa Street","Elgin","IL","60120",42.027976,-88.260391,"Women, Infants, and Children (WIC)"
